derived_word,origin_w,chapter,deck,meaning,example,viewed,status
Revisal,criticize,5,3,the act of revising; revision," From the raising of the hypothesis to revisal, the pattern becomes the inherent logic of the innovation to theory of Physics.",0,0
Gullible,foolish,5,3,Easily persuaded to believe something; credulous.,There are any number of miracle cures on the market for people gullible enough to buy them.,0,0
Imprudent,foolish,5,3,Not showing care for the consequences of an action; rash.,The report criticizes the banks for being imprudent in their lending.,0,0
Quixotic,foolish,5,3,Extremely idealistic; unrealistic and impractical.,"This is a vast, exciting and some say quixotic project.",0,0
Unwise,foolish,5,3,(of a person or action) not wise or sensible; foolish.,We made several unwise investments and lost quite a bit of money.,0,0
Absurd,foolish,5,3,"Wildly unreasonable, illogical, or inappropriate.",What an absurd thing to say!,0,0
Arbitrary,foolish,5,3,"Based on random choice or personal whim, rather than any reason or system.",arbitrary decision-making,0,0
Illogical,foolish,5,3,"Lacking sense or clear, sound reasoning.","It is an illogical statement, because if one part is TRUE, then the other must be FALSE.",0,0
Inadmissible,foolish,5,3,(especially of evidence in court) not accepted as valid.,Her confession was ruled inadmissible as evidence because it was given under pressure from the police.,0,0
Invalid,foolish,5,3,A person made weak or disabled by illness or injury.,I'm afraid your driving licence is invalid in Eastern Europe.,0,0
Undue,foolish,5,3,Unwarranted or inappropriate because excessive or disproportionate.,Such a high increase will impose an undue burden on the local tax payer.,0,0
Lunacy,foolish,5,3,The state of being a lunatic; insanity (not in technical use),It would be lunacy to try to climb the mountain in this weather.,0,0
Incoherent,foolish,5,3,(of spoken or written language) expressed in an incomprehensible or confusing way; unclear.,He was confused and incoherent and I didn't get much sense out of him.,0,0
Comical,foolish,5,3,"Amusing, especially in a ludicrous or absurd way.",He looked so comical in that hat.,0,0
Futile,Small/Trivial,5,3,Incapable of producing any useful result; pointless.,Attempts to get supplies to the region are futile because troops will not allow the aid convoy to enter city.,0,0
Immaterial,Small/Trivial,5,3,Unimportant under the circumstances; irrelevant.,Whether the book is well or badly written is immaterial ( to me) - it has an important message.,0,0
Inconsequential,Small/Trivial,5,3,Not important or significant.,an inconsequential matter / remark,0,0
Insignificant,Small/Trivial,5,3,Too small or unimportant to be worth consideration.,Why bother arguing about such an insignificant amount of money ?,0,0
Irrelevant,Small/Trivial,5,3,Not connected with or relevant to something.,These documents are largely irrelevant to the present investigation.,0,0
Negligible,Small/Trivial,5,3,So small or unimportant as to be not worth considering; insignificant.,The difference between the two products is negligible.,0,0
Secondary,Small/Trivial,5,3,"Coming after, less important than, or resulting from someone or something else that is primary.",Her health is what matters - the cost of the treatment is of secondary importance.,0,0
Slight,Small/Trivial,5,3,Small in degree; inconsiderable.,a slight improvement,0,0
Superficial,Small/Trivial,5,3,Existing or occurring at or on the surface.,"He's fun to be with, but he's very superficial.",0,0
Imperceptible,Small/Trivial,5,3,"So slight, gradual, or subtle as not to be perceived.","She heard a faint, almost imperceptible cry.",0,0
Pitiful,Small/Trivial,5,3,Deserving or arousing pity.,The refugees arriving at the camp had pitiful stories to tell.,0,0
Trivial,Small/Trivial,5,3,Of little value or importance.,I don't know why he gets so upset about something so trivial.,0,0
Condense,Small/Trivial,5,3,Make (something) denser or more concentrated.,I condensed ten pages of comments into/to two.,0,0
Miniature,Small/Trivial,5,3,Very small of its kind.,I bought some miniature furniture for my niece's doll's house.,0,0
Miter,Small/Trivial,5,3,miniature; the official headdress of a bishop in the Western Church,He covered the miter with glue before making the joint.,0,0
Brusque,rude,6,1,Abrupt or offhand in speech or manner.,His secretary was a little brusque with me.,0,0
Candid,rude,6,1,Truthful and straightforward; frank.,The two presidents have had candid talks about the current crisis.,0,0
Forthright,rude,6,1,(of a person or their manner or speech) direct and outspoken.,His forthright manner can be mistaken for rudeness.,0,0
Succinct,rude,6,1,(especially of something written or spoken) briefly and clearly expressed.,Keep your letter succinct and to the point.,0,0
Undermine,rude,6,1,Erode the base or foundation of (a rock formation),The president has accused two cabinet members of working secretly to undermine his position /him.,0,0
Abusive,rude,6,1,Extremely offensive and insulting.,an abusive letter / phone call,0,0
Boorish,rude,6,1,Rough and bad-mannered; coarse.,I found him rather boorish and aggressive.,0,0
Crass,rude,6,1,Showing no intelligence or sensitivity.,a crass remark,0,0
Flippant,rude,6,1,Not showing a serious or respectful attitude.,a flippant remark / attitude,0,0
Irreverent,rude,6,1,Showing a lack of respect for people or things that are generally taken seriously.,an irreverent comment / approach attitude,0,0
Irreverential,rude,6,1,lacking in due respect or reverence,Journalists may undermine the establishment's power in ways which are sometimes irreverential.,0,0
Mischievous,rude,6,1,Causing or showing a fondness for causing trouble in a playful way.,She has a mischievous sense of humour.,0,0
Presumptuous,rude,6,1,(of a person or their behaviour) failing to observe the limits of what is permitted or appropriate.,It would be presumptuous of me to comment on the matter.,0,0
Hoarse,rude,6,1,"(of a person's voice) sounding rough and harsh, typically as the result of a sore throat or of shouting.",All the shouting had left her rather hoarse.,0,0
Onerous,rude,6,1,"(of a task or responsibility) involving a great deal of effort, trouble, or difficulty.",the onerous task of finding a peaceful solution,0,0
Raucous,rude,6,1,Making or constituting a disturbingly harsh and loud noise.,I heard the raucous call of the crows.,0,0
Savage,rude,6,1,"(of an animal or force of nature) fierce, violent, and uncontrolled.",a savage dog / beast,0,0
Ribald,rude,6,1,Referring to sexual matters in an amusingly coarse or irreverent way.,He entertained us with ribald stories.,0,0
Colloquial,vernacular,6,1,(of language) used in ordinary or familiar conversation; not formal or literary.,colloquial speech,0,0
Dialect,vernacular,6,1,A particular form of a language which is peculiar to a specific region or social group.,a regional dialect,0,0
Idiom,vernacular,6,1,a characteristic mode of expression in music or art.,"To ""have bitten off more than you can chew "" is an idiom that means you have tried to do something which is too difficult for you.",0,0
Jargon,vernacular,6,1,Special words or expressions used by a profession or group that are difficult for others to understand.,military / legal computer jargon,0,0
Lingo,vernacular,6,1,A foreign language or local dialect.,"In Italy, of course, Stef can speak the lingo.",0,0
Parlance,vernacular,6,1,"A particular way of speaking or using words, especially a way common to those with a particular job or interest.","Oral contraceptives are referred to as ""the pill "" in common parlance.",0,0
Forebode,presage,6,1,(of a situation or occurrence) act as an advance warning of (something bad),"There's a sense of foreboding in the capital, as if fighting might at any minute break out.",0,0
Forerun,presage,6,1,Go before or indicate the coming of.,He called to his mind the various portents and prophecies which had forerun their present danger.,0,0
Foresee,presage,6,1,Be aware of beforehand; predict.,I don't foresee any difficulties so long as we keep within budget.,0,0
Foretell,presage,6,1,Predict (the future or a future event),He was a 16th-century prophet who foretold how the world would end.,0,0
Portend,presage,6,1,"Be a sign or warning that (something, especially something momentous or calamitous) is likely to happen.","It was a deeply superstitious country, where earthquakes were commonly believed to portend the end of dynasties.",0,0
Precede,presage,6,1,Come before (something) in time.,Kofi Annan preceded Ban Ki-moon as the Secretary-General of the UN.,0,0
Preexist,presage,6,1,Exist at or from an earlier time.,Dinosaurs pre-existed human beings by many millions of years.,0,0
Prescience,presage,6,1,The fact of knowing something in advance; foreknowledge.,a prescient warning,0,0
Prophesy,presage,6,1,Say that (a specified thing) will happen in the future.,Few could have prophesied this war.,0,0
Predict,presage,6,1,Say or estimate that (a specified thing) will happen in the future or will be a consequence of something.,It's still not possible to accurately predict the occurrence of earthquakes.,0,0
Visualize,presage,6,1,Form a mental image of; imagine.,I was so surprised when he turned up - I'd visualized someone much older.,0,0
Inimical,destroy,6,2,Tending to obstruct or harm.,Excessive managerial control is inimical to creative expression.,0,0
Malignant,destroy,6,2,Evil in nature or effect; malevolent.,The process by which malignant cancer cells multiply isn't fully understood.,0,0
Noxious,destroy,6,2,"Harmful, poisonous, or very unpleasant.",They died from inhaling noxious fumes.,0,0
Unfavorable,destroy,6,2,Expressing or showing a lack of approval or support.,The play received generally unfavorable reviews.,0,0
Virulent,destroy,6,2,(of a disease or poison) extremely severe or harmful in its effects.,A particularly virulent strain of flu has recently claimed a number lives in the region.,0,0
Annihilate,destroy,6,2,Destroy utterly; obliterate.,a city annihilated by an atomic bomb,0,0
Conquer,destroy,6,2,Overcome and take control of (a place or people) by military force.,The Spanish conquered the New World in the 16th century.,0,0
Contuse,destroy,6,2,"Injure (a part of the body) without breaking the skin, forming a bruise.","When the skin is trapped between an impacting force and the ribs, it contuses.",0,0
Demolish,destroy,6,2,Pull or knock down (a building),A number of houses were demolished so that the supermarket could be built.,0,0
Horde,destroy,6,2,A large group of people.,Hordes of students on bikes made crossing the road difficult.,0,0
Overpower,destroy,6,2,Defeat or overcome with superior strength.,The gunman was finally overpowered by three security guards.,0,0
Overthrow,destroy,6,2,Remove forcibly from power.,He said that Allende's government in Chile was overthrown by the army and the CIA in 1973.,0,0
Repress,destroy,6,2,Subdue (someone or something) by force.,He repressed a sudden desire to cry.,0,0
Suppress,destroy,6,2,Forcibly put an end to.,The Hungarian uprising in 1956 was suppressed by the Soviet Union.,0,0
Decimate,destroy,6,2,"Kill, destroy, or remove a large proportion of.",Populations of endangered animals have been decimated.,0,0
Depopulate,destroy,6,2,Substantially reduce the population of (an area),The region was depopulated by disease / famine war.,0,0
Negate,destroy,6,2,Make ineffective; nullify.,The increase in our profits has been negated by the rising costs of running the business.,0,0
Obliterate,destroy,6,2,Destroy utterly; wipe out.,The missile strike was devastating - the target totally obliterated.,0,0
Uproot,destroy,6,2,"Pull (something, especially a tree or plant) out of the ground.",Hundreds of mature trees were uprooted in the storm.,0,0
Abrogate,destroy,6,2,"Repeal or do away with (a law, right, or formal agreement)",The treaty was abrogated in 1929.,0,0
Invalidate,destroy,6,2,"Make or prove (an argument, statement, or theory) unsound or erroneous.",A few minor factual errors should not invalidate the theory.,0,0
Rebut,destroy,6,2,Claim or prove that (evidence or an accusation) is false.,She has rebutted charges that she has been involved in any financial malpractice.,0,0
Refute,destroy,6,2,Prove (a statement or theory) to be wrong or false; disprove.,to refute a person / theory argument claim,0,0
Rescind,destroy,6,2,"Revoke, cancel, or repeal (a law, order, or agreement)",The policy of charging air travellers for vegetarian meals proved unpopular and has already been rescinded.,0,0
Vitiate,destroy,6,2,Spoil or impair the quality or efficiency of.,He said that American military power should never again be vitiated by political concerns.,0,0
Adjacency,district,6,2,neighborhood,They work in adjacent buildings.,0,0
Benefice,district,6,2,"A permanent Church appointment, typically that of a rector or vicar.",A benefice consisting of six parishes can commonly have five patrons who all have views on their incumbent.,0,0
Borough,district,6,2,A town or district which is an administrative unit.,"More than 70% of jobs in the borough are in service industries, ranging from hotels to banking.",0,0
Constituency,district,6,2,A group of voters in a specified area who elect a representative to a legislative body.,a rural / urban constituency,0,0
Contiguity,district,6,2,The state of bordering or being in contact with something.,"The two states are contiguous with/to each other, but the laws are quite different.",0,0
Loam,district,6,2,A fertile soil of clay and sand containing humus.,Therefore a mixture of clay or loam and coarse river sand is needed.,0,0
Municipality,district,6,2,A town or district that has local government.,The municipality provides services such as water and rubbish collection.,0,0
Buffoonery,farce,6,2,Behaviour that is ridiculous but amusing.,Doesn't he get tired of buffoon in class ?,0,0
Caricature,farce,6,2,"a picture, description, or imitation of a person in which certain striking characteristics are exaggerated for comic effect.",The characters in his early novels are a lot subtler than the overblown caricatures in his more recent work.,0,0
Mockery,farce,6,2,Teasing and contemptuous language or behaviour directed at a particular person or thing.,"Bill's mockery of his dad was cruel, but it made us laugh.",0,0
Parody,farce,6,2,"An imitation of the style of a particular writer, artist, or genre with deliberate exaggeration for comic effect.",He was an 18th-century author who wrote parodies of other people's works.,0,0
Travesty,farce,6,2,"A false, absurd, or distorted representation of something.","Their production of ""Sweeney Todd"" was the worst I've ever seen - it was a travesty.",0,0
Acute,keen,6,3,(of an unpleasant or unwelcome situation or phenomenon) present or experienced to a severe or intense degree.,She felt acute embarrassment / anxiety concern at his behaviour.,0,0
Astute,keen,6,3,Having or showing an ability to accurately assess situations or people and turn this to one's advantage.,an astute investor / businesswoman,0,0
Conscious,keen,6,3,Aware of and responding to one's surroundings.,"My tooth doesn't exactly hurt, but I'm conscious of it all the time.",0,0
Shrewd,keen,6,3,Having or showing sharp powers of judgement; astute.,He was shrewd enough not to take the job when there was the possibility of getting a better one a few months later.,0,0
Vigilant,keen,6,3,Keeping careful watch for possible danger or difficulties.,"Following the bomb scare at the airport, the staff have been warned to be extra vigilant.",0,0
Bleak,grim,6,3,(of an area of land) lacking vegetation and exposed to the elements.,"The house stands on a bleak, windswept hilltop.",0,0
Lurid,grim,6,3,"Unpleasantly bright in colour, especially so as to create a harsh or unnatural effect.",You can read all the lurid details of the affair in today's paper.,0,0
Merciless,grim,6,3,Showing no mercy.,There are reports of merciless attacks on innocent civilians.,0,0
Morbid,grim,6,3,"Characterized by an abnormal and unhealthy interest in disturbing and unpleasant subjects, especially death and disease.",a morbid fascination with death,0,0
Ominous,grim,6,3,Giving the worrying impression that something bad is going to happen; threateningly inauspicious.,There was an ominous silence when I asked whether my contract was going to be renewed.,0,0
Competitor,adversary,6,3,A person who takes part in a sporting contest.,Competition for jobs is intense.,0,0
Contender,adversary,6,3,A person or group competing with others to achieve something.,"Now aged 42, he is no longer considered a serious contender for the title.",0,0
Litigant,adversary,6,3,A person involved in a lawsuit.,The trial abruptly ended when litigants announced they had settled the case out of court.,0,0
Nemesis,adversary,6,3,The inescapable agent of someone's or something's downfall.,The tax increases proved to be the president's political nemesis.,0,0
Opponent,adversary,6,3,"Someone who competes with or opposes another in a contest, game, or argument.",a political opponent,0,0
Concussion,shocking bad,6,3,Temporary unconsciousness or confusion and other symptoms caused by a blow on the head.,He's been dizzy and confused since the accident. Do you think he has concussion?,0,0
Outrage,shocking bad,6,3,"An extremely strong reaction of anger, shock, or indignation.",These murders have provoked outrage across the country.,0,0
Exorbitant,shocking bad,6,3,(of a price or amount charged) unreasonably high.,The bill for dinner was exorbitant.,0,0
Extravagant,shocking bad,6,3,Lacking restraint in spending money or using resources.,the extravagant lifestyle of a movie star,0,0
Fabulous,shocking bad,6,3,"Extraordinary, especially extraordinarily large.",She looked absolutely fabulous in her dress.,0,0
Flagrant,shocking bad,6,3,(of an action considered wrong or immoral) conspicuously or obviously offensive.,a flagrant misuse of funds / privilege,0,0
Grievous,shocking bad,6,3,(of something bad) very severe or serious.,Her death is a grievous loss to the whole of the community.,0,0
Heinous,shocking bad,6,3,"(of a person or wrongful act, especially a crime) utterly odious or wicked.",a heinous crime,0,0
Inexcusable,shocking bad,6,3,Too bad to be justified or tolerated.,His drunken outbursts during the mayor's speech were inexcusable.,0,0
Infamous,shocking bad,6,3,Well known for some bad quality or deed.,"The list included the infamous George Drake, a double murderer.",0,0
Nefarious,shocking bad,6,3,(typically of an action or activity) wicked or criminal.,The company's CEO seems to have been involved in some nefarious practices / activities.,0,0
Outlandish,shocking bad,6,3,Looking or sounding bizarre or unfamiliar.,an outlandish hairstyle / outfit,0,0
Preposterous,shocking bad,6,3,Contrary to reason or common sense; utterly absurd or ridiculous.,The very idea is preposterous!,0,0
Ridiculous,shocking bad,6,3,Deserving or inviting derision or mockery; absurd.,Do I look ridiculous in this hat ?,0,0
Scurrilous,shocking bad,6,3,Making or spreading scandalous claims about someone with the intention of damaging their reputation.,a scurrilous remark / attack article,0,0
Unconscionable,shocking bad,6,3,Not right or reasonable.,To make people feel shame or guilt for being ill is unconscionable.,0,0
Unnatural,shocking bad,6,3,Contrary to the ordinary course of nature; abnormal.,Nothing unnatural or polluting can be used.,0,0
Ignominious,shocking bad,6,3,Deserving or causing public disgrace or shame.,an ignominious defeat / failure retreat,0,0
Reprehensible,shocking bad,6,3,Deserving censure or condemnation.,reprehensible conduct / actions,0,0
Atrocious,shocking bad,6,3,Horrifyingly wicked.,an atrocious film / piece of acting,0,0
Egregious,shocking bad,6,3,Outstandingly bad; shocking.,It was an egregious error for a statesman to show such ignorance.,0,0
Frightful,shocking bad,6,3,"Very unpleasant, serious, or shocking.",The weather outside was frightful.,0,0
Ghastly,shocking bad,6,3,Causing great horror or fear.,Today's newspaper gives all the ghastly details of the murder.,0,0
Grisly,shocking bad,6,3,Causing horror or disgust.,The 55-year-old Canadian had suffered a grisly death.,0,0
Hideous,shocking bad,6,3,Extremely ugly.,They've just built some hideous new apartment blocks on the seafront.,0,0
Outrageous,shocking bad,6,3,Shockingly bad or excessive.,"The judge criticized the ""outrageous greed "" of some of the bankers.",0,0
Unspeakable,shocking bad,6,3,Not able to be expressed in words.,unspeakable crimes,0,0
Aeronaut,control,7,1,"A traveller in a hot-air balloon, airship, or other flying craft.","Aeronaut John Steiner inflates his hot air balloon, as seen in the oldest known photograph of an aircraft.",0,0
Coxswain,control,7,1,"The person who steers a ship's boat, racing boat, or other boat.","Coxes are often small, light people.",0,0
Functionary,control,7,1,A person who has to perform official functions or duties; an official.,The visitors were met by a functionary who escorted them to the director's office.,0,0
Lawgiver,control,7,1,A person who draws up and enacts laws.,"There is only one lawgiver and judge, he who is able to save and to destroy.",0,0
Legislator,control,7,1,A person who makes laws; a member of a legislative body.,They said they would continue to write letters to legislators urging them to pass the law.,0,0
Mandate,control,7,1,An official order or commission to do something.,"At the forthcoming elections, the government will be seeking a fresh mandate from the people.",0,0
Oversee,control,7,1,"Supervise (a person or their work), especially in an official capacity.","As marketing manager, her job is to oversee all the company's advertising.",0,0
Administrator,control,7,1,A person responsible for carrying out the administration of a business or organization.,Teachers complain that more of their time is taken up with administration than with teaching.,0,0
Bureaucracy,control,7,1,A system of government in which most of the important decisions are taken by state officials rather than by elected representatives.,I had to deal with the university's bureaucracy when I was applying for financial aid.,0,0
Commission,control,7,1,"an instruction, command, or role given to a person or group",The newspaper commissioned a series of articles on the worst excesses of the fashion industry.,0,0
Legitimacy,control,7,1,Conformity to the law or to rules.,The lawyers expressed serious doubts about the legitimacy of military action.,0,0
Privilege,control,7,1,"A special right, advantage, or immunity granted or available only to a particular person or group.","Healthcare should be a right, not a privilege.",0,0
Check,control,7,1,"Examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something.","You should always check your oil, water, and tyres before taking car on a long trip.",0,0
Discipline,control,7,1,"The practice of training people to obey rules or a code of behaviour, using punishment to correct disobedience.",parental / military school discipline,0,0
Dominance,control,7,1,Power and influence over others.,The ability of a firm to set or control market prices is a sign of dominance.,0,0
Dominate,control,7,1,Have power and influence over.,He refuses to let others speak and dominates every meeting.,0,0
Influence,control,7,1,"The capacity to have an effect on the character, development, or behaviour of someone or something, or the effect itself.",Helen's a influence on him.,0,0
Judicature,control,7,1,The administration of justice.,"The effect of the Judicature Acts now, what have the judicature Acts 1873 and 1875 done?",0,0
Jurisdiction,control,7,1,The official power to make legal decisions and judgements.,The court has no jurisdiction in/over cases of this kind.,0,0
Magistracy,control,7,1,The office or authority of a magistrate.,The magistracy was usually considered a necessary precondition for entry into the Roman Senate.,0,0
Maintain,control,7,1,Cause or enable (a condition or situation) to continue.,The army has been brought in to maintain order in the region.,0,0
Underlie,control,7,1,(especially of a layer of rock or soil) lie or be situated under (something),Psychological problems very often underlie apparently physical disorders.,0,0
Preeminence,control,7,1,The fact of surpassing all others; superiority.,He was the preeminent scientist of his day.,0,0
Dissuade,control,7,1,Persuade (someone) not to take a particular course of action.,I tried to dissuade her from leav ing.,0,0
Tyranny,control,7,1,Cruel and oppressive government or rule.,"This, the president promised us, was a war against tyranny.",0,0
Acumen,judge,7,1,The ability to make good judgements and take quick decisions.,She has considerable acumen.,0,0
Critique,judge,7,1,"A detailed analysis and assessment of something, especially a literary, philosophical, or political theory.",a Marxist critique of neo-liberal policy,0,0
Distinction,judge,7,1,A difference or contrast between similar things or people.,There's a clear distinction between the dialects spoken in the two regions.,0,0
Edict,judge,7,1,An official order or proclamation issued by a person in authority.,The City Council issued an edict against spitting in the street.,0,0
Guess,judge,7,1,Estimate or conclude (something) without sufficient information to be sure of being correct.,"I didn't know the answer, so I had to guess.",0,0
Insight,judge,7,1,The capacity to gain an accurate and deep understanding of someone or something.,"It was an interesting book, full of fascinating insights into human relationships.",0,0
Intellect,judge,7,1,"The faculty of reasoning and understanding objectively, especially with regard to abstract matters.",Her energy and intellect are respected all over the world.,0,0
Intelligence,judge,7,1,The ability to acquire and apply knowledge and skills.,an intelligence test,0,0
Opinion,judge,7,1,"A view or judgement formed about something, not necessarily based on fact or knowledge.",What's your opinion about/on the matter ?,0,0
Perception,judge,7,1,"The ability to see, hear, or become aware of something through the senses.",We have to change the public's perception that money is being wasted.,0,0
Prehension,judge,7,1,The action of grasping or seizing., The prehension status of the patients with university education was better than that of the patients without university education.,0,0
Prudence,judge,7,1,The quality of being prudent; cautiousness.,One can rely on the prudence of his decisions.,0,0
Sentence,judge,7,1,declare the punishment decided for (an offender).,He's very impatient and always interrupts me mid-sentence.,0,0
Affect,disturb,7,2,Have an effect on; make a difference to.,Both buildings were badly affected by the fire.,0,0
Agitate,disturb,7,2,Make (someone) troubled or nervous.,I didn't want to agitate her by telling her.,0,0
Depress,disturb,7,2,Make (someone) feel utterly dispirited or dejected.,This weather depresses me.,0,0
Displace,disturb,7,2,"Take over the place, position, or role of.",The building of a new dam will displace thousands of people who live in this area.,0,0
Disrupt,disturb,7,2,"Interrupt (an event, activity, or process) by causing a disturbance or problem.",Heavy snow disrupted travel into the city this morning.,0,0
Embarrass,disturb,7,2,"Cause (someone) to feel awkward, self-conscious, or ashamed.",You're embarrassing him with your compliments !,0,0
Exasperate,disturb,7,2,Irritate and frustrate (someone) intensely.,His assistant’s carelessness is exasperating him.,0,0
Interrupt,disturb,7,2,Stop the continuous progress of (an activity or process),She tried to explain what had happened but he kept interrupting her.,0,0
Intoxicate,disturb,7,2,(of alcoholic drink or a drug) cause (someone) to lose control of their faculties or behaviour.,The drug has the power to heal or intoxicate.,0,0
Irk,disturb,7,2,Irritate; annoy.,The negative reply to my complaint really irked me.,0,0
Irritate,disturb,7,2,Make (someone) annoyed or a little angry.,After a while her behaviour really began to irritate me.,0,0
Misplace,disturb,7,2,Put (an object) in the wrong place and so lose it temporarily.,She misplaced her keys so often that her secretary used to carry spare ones for her.,0,0
Perturb,disturb,7,2,Make (someone) anxious or unsettled.,News of the arrest perturbed her greatly.,0,0
Unsettle,disturb,7,2,Cause to feel anxious or uneasy; disturb.,One of the documentary's many unsettling images is of a child playing with her father's gun.,0,0
Hindrance,disturb,7,2,"A thing that provides resistance, delay, or obstruction to something or someone.",High winds have hindered firefighters in their efforts to put out the blaze.,0,0
Intermission,disturb,7,2,A pause or break.,The Sonics led by only two points at intermission.,0,0
Respite,disturb,7,2,A short period of rest or relief from something difficult or unpleasant.,We worked for hours without respite.,0,0
Ailment,disturb,7,2,"An illness, typically a minor one.",Treat minor ailments yourself.,0,0
Malady,disturb,7,2,A disease or ailment.,All the rose bushes seem to be suffering from the same mysterious malady.,0,0
Obstruction,disturb,7,2,The action of obstructing or the state of being obstructed.,There's some kind of obstruction on the railway tracks.,0,0
Desistance,disturb,7,2,Stop doing something; cease or abstain.,"It was felt by them at the time to be an additional incentive to moderation, to desistance from extreme views.",0,0
Deter,disturb,7,2,Discourage (someone) from doing something by instilling doubt or fear of the consequences.,These measures are designed to deter an enemy attack.,0,0
Exclude,disturb,7,2,"Deny (someone) access to a place, group, or privilege.",Women are still excluded from the club.,0,0
Hinder,disturb,7,2,Make it difficult for (someone) to do something or for (something) to happen.,High winds have hindered firefighters in their efforts to put out the blaze.,0,0
Impede,disturb,7,2,Delay or prevent (someone or something) by obstructing them; hinder.,"Although he's shy, it certainly hasn't impeded his career in any way.",0,0
Intercept,disturb,7,2,Obstruct (someone or something) so as to prevent them from continuing to a destination.,Law enforcement agents intercepted a shipment of drugs from Central America.,0,0
Obstruct,disturb,7,2,"Block (an opening, path, road, etc.); be or get in the way of.",After the earthquake many roads were obstructed by collapsed buildings.,0,0
Deficient,weak,7,2,Not having enough of a specified quality or ingredient.,A diet deficient in vitamin D may cause the disease rickets.,0,0
Demulcent,weak,7,2,(of a substance) relieving inflammation or irritation.," Can arise to be mixed undisturbedly demulcent action, also have effect to cardiovascular system.",0,0
Dissentient,weak,7,2,In opposition to a majority or official opinion.,The bill passed with one dissentient vote.,0,0
Fragile,weak,7,2,(of an object) easily broken or damaged.,Be careful with that vase - it's very fragile.,0,0
Inadequate,weak,7,2,Lacking the quality or quantity required; insufficient for a purpose.,This work is woefully inadequate - you'll have to do it again.,0,0
Inefficient,weak,7,2,Not achieving maximum productivity; wasting or failing to make the best use of time or resources.,Existing methods of production are expensive and inefficient.,0,0
Niggardly,weak,7,2,"Ungenerous with money, time, etc.; mean.",a niggardly donation / amount,0,0
Vulnerable,weak,7,2,"Exposed to the possibility of being attacked or harmed, either physically or emotionally.","I felt very vulnerable, standing there without any clothes on.",0,0
Exhaust,weak,7,2,Make (someone) feel very tired.,The long journey exhausted the children.,0,0
Paralyze,weak,7,2,Cause (a person or part of the body) to become partly or wholly incapable of movement.,He was paralyzed from the waist down.,0,0
Diminution,weak,7,2,"A reduction in the size, extent, or importance of something.","I don't want to diminish her achievements, but she did have a lot of help.",0,0
Distrust,unsure,7,3,The feeling that someone or something cannot be relied upon.,The two groups have existed in a state of mutual distrust for centuries.,0,0
Anarchy,unsure,7,3,A state of disorder due to absence or non-recognition of authority or other controlling systems.,What we are witnessing is the country's slow slide into anarchy.,0,0
Commotion,unsure,7,3,A state of confused and noisy disturbance.,His arrival caused quite a commotion.,0,0
Complication,unsure,7,3,A circumstance that complicates something; a difficulty.,Dave couldn't find his passport at the airport and then there were further complications when Fiona lost her baggage.,0,0
Consternation,unsure,7,3,"A feeling of anxiety or dismay, typically at something unexpected.",The prospect of so much work filled him with consternation.,0,0
Illusion,unsure,7,3,An instance of a wrong or misinterpreted perception of a sensory experience.,He had no illusions about his talents as a singer.,0,0
Panic,unsure,7,3,"Sudden uncontrollable fear or anxiety, often causing wildly unthinking behaviour.",a state of panic,0,0
Averse,unsure,7,3,Having a strong dislike of or opposition to something.,Few people are averse to the idea of a free holiday.,0,0
Dubious,unsure,7,3,Hesitating or doubting.,These claims are dubious and not scientifically proven.,0,0
Insecure,unsure,7,3,Not firm or fixed; liable to give way or break.,I wonder what it was about her upbringing that made her so insecure.,0,0
Loath,unsure,7,3,Reluctant; unwilling.,I'm loath to spend it all at once.,0,0
Reluctant,unsure,7,3,Unwilling and hesitant; disinclined.,I was having such a good time I was reluctant to leave.,0,0
Reticent,unsure,7,3,Not revealing one's thoughts or feelings readily.,He is very reticent about his past.,0,0
Weak-kneed,unsure,7,3,Weak and shaky as a result of fear or excitement.,"Instead of defending traditional values, the church frequently seems weak-kneed and irresolute.",0,0
Suspense,unsure,7,3,A state or feeling of excited or anxious uncertainty about what may happen.,She kept him in suspense for several days before she said that she would marry him.,0,0
Baffle,unsure,7,3,Totally bewilder or perplex.,She was completely baffled by his strange behaviour.,0,0
Entangle,unsure,7,3,Cause to become twisted together with or caught in.,The dolphin had become entangled in/with the fishing nets.,0,0
Humiliate,unsure,7,3,Make (someone) feel ashamed and foolish by injuring their dignity and pride.,How could you humiliate me by questioning my judgment in front of everyone like that?,0,0
Misrepresent,unsure,7,3,Give a false or misleading account of the nature of.,She accused her opponents of deliberately misrepresenting her as an extremist.,0,0
Ambiguous,unsure,7,3,Open to more than one interpretation; not having one obvious meaning.,His reply to my question was somewhat ambiguous.,0,0
Debatable,unsure,7,3,Open to discussion or argument.,It s debatable wh ether a university degree helps at all.,0,0
Inconsistent,unsure,7,3,Not staying the same throughout.,These findings are inconsistent with those of previous studies.,0,0
misunderstand,unsure,7,3,Fail to interpret or understand (something) correctly.,"If you think that these transport problems can be solved by building more roads, you completely misunderstand the nature of the problem.",0,0
Abrupt,careless,7,3,Sudden and unexpected.,an abrupt change / movement,0,0
Expeditious,careless,7,3,Done with speed and efficiency.,The bank was expeditious in replying to my letter.,0,0
Facile,careless,7,3,Ignoring the true complexities of an issue; superficial.,a facile explanation,0,0
